,location,artist,title,song_id
0,Mexico City MX,Alu Mix,Le Encanta,cX3Om7xlCQxKRYo1ofvOM
1,Mexico City MX,Uzielito Mix,Perreo Que Te Vuelve Loca,8eFISo4m37yTdLeJzVdqn
2,Mexico City MX,Cheo Andujar,Dia Tras Dia,EJadbufi05YD8vQb98Poq
3,Mexico City MX,Michael G,Tibiri Tabara - feat. Uzielito Mix,Ulyr7Y5DFPnH7Qo3qxvFL
4,Mexico City MX,Sir Speedy,Como Mi Nena No Hay (feat. Master Joe y O.G. Black),33FRL9y0I7Pm1QZBeMm6X
5,Mexico City MX,Stiv,Fin de Semana,DLw8XuzlhReXiM2ZUI7m7
6,Mexico City MX,Pablito Mix,Ay Pablito Qué Rico! (feat. Mawe),v7445IeNm2rwJIeEoIGz1
7,Mexico City MX,DJ Antena,De Tin Marin,S4pezCIx9zIz1xRVcdOOP
8,Mexico City MX,RD Maravilla,El Goloso,8QtlyBrzD98s4phcL1fx2
9,Mexico City MX,Jamsha,En 20 Uñas (feat. Don Chezina),J8u0TbIYsn2Ezm6AMc4r6
10,Mexico City MX,Grupo Polo Montañes,Un Sueño Y Nada Mas,bVisOYbfWI29XxWEdTKSX
11,Mexico City MX,Byakko,"Pena De Amor (feat. Sonyc, Robbie, & & Jirvis)",4Z1kXHqFMUlllVnGOM9I7
12,Mexico City MX,Grupo Controversia,Almas Gemelas,QMhGGf1lgvq6ZdO19yEnZ
13,Mexico City MX,Big Metra,Desnudate,BXXTruUHBXHQoSbvTDQR4
14,Mexico City MX,Los Estramboticos,La Herida,vQfzyjQFHQ208JCNjcE5H
15,Mexico City MX,DJ Cobra Monterrey,Sueltate el Dembow,lW3Zxh9wBch3cNrTMicSq
16,Mexico City MX,Mafu Crew,Slow Bow,WjFV9P2MAebV1c2Inp6tK
17,Mexico City MX,Septeto Acarey,Eres Mi Sueño,ZA9ItQp7DyG6pPkSsq3Bn
18,Mexico City MX,El Predicador,Lola,ZQEvvPjwHeASV8reFI1At
19,Mexico City MX,La Castañeda,Cenit,hLo5Dg74PGHjSbcP6tNOr
20,Mexico City MX,Maskatesta,Tu Que Pediras,84Ztj2XGMvoWKILVJGasd
21,Mexico City MX,Salon Victoria,Si Tu Boquito Fuera,62E0RMa6XGHqctB0F4SpW
22,Mexico City MX,Panteon Rococo,Arréglame el Alma - En Vivo,wL7mQUpStsapIkNuy0d2Z
23,Mexico City MX,DLD,Por Siempre,FLSb8CJwrcfXfzfD4ySji
24,Mexico City MX,Los De Abajo,Skapate,mGNPivC5BpTowR3NF45bD
25,Mexico City MX,La Tremenda Korte,Tanto amor me marea,jGSfblxObklndcGJprEoa
26,Mexico City MX,Eloy,Dembowholic,5WjBIcNE1IhzbQ07WyU8l
27,Mexico City MX,J-King y Maximan,Bambua,c0JTabkOhxiIrl9J3Xuy6
28,Mexico City MX,$6 Million Dollar Weirdo,Horror Amor,UjcMFyEhvunXzblOdWh85
29,Mexico City MX,Los Caligaris,Kilómetros,Jr2cHZaIe1rmdVlc5efIy
30,Mexico City MX,Liran' Roll,Yo Quiero Ser,dU383l2TLND7OfsFzSbrE
31,Mexico City MX,Tex Tex,Te Vas A Acordar De Mi,kaLpH5uG4l7RbLKYU7bF5
32,Mexico City MX,Maria Daniela Y Su Sonido Lasser,Pobre Estúpida,Vu0aOYDeVPLe4dcVrvRvx
33,Mexico City MX,La Gusana Ciega,"Yes Sir, I Can Boogie",IwpFZxC7TlYBwVpXqks8n
34,Mexico City MX,Liquits,Desde Que,QLfVqOrpBOJra53EhlEX0
35,Mexico City MX,She's A Tease,Why?,QyPYtnOVwmprWCjVgPo1Q
36,Mexico City MX,Triciclo Circus Band,Adiós adiós,ykwpOJjcAa6qKkK8P9TLF
37,Mexico City MX,Tijuana No!,Pobre De Ti,j14D2Jp4i9zg9KKm9aSBk
38,Mexico City MX,Enjambre,Manía Cardiaca,rhKh1Ool2Yel5JXmiemZB
39,Mexico City MX,Camilo Séptimo,No Confíes En Mí,C4ry4RRCEUGm6PJX3yY8x
40,Mexico City MX,Luciano DJ,Intro Teléfono Perreo Rkt - feat. Mister Remix,wGH5DubI46XGN7JoSUOZ6
41,Mexico City MX,Maldita Vecindad Y Los Hijos Del 5to. Patio,Solín,OnOwfpbZCwHnFNDqgjOuS
42,Mexico City MX,El Haragán y Compañía,El No Lo Mato,hntX3w48OucbEqoLoDnPZ
43,Mexico City MX,Danny Daniel,Vete Ya - Vuelvo a Empezar,l8EHAhOP5vlEvQRDbYVUt
44,Mexico City MX,Inspector,Y Que,YRhQ7h8w2cMCY2teyjax6
45,Mexico City MX,Diablos Locos,Si No La Tengo,BSYu3CEg0L9sDBNXOwKTk
46,Mexico City MX,Galy Galiano,Quien Entiende Este Amor,MVbhLRhOLCifhbjwVyZPX
47,Mexico City MX,La Banda Baston,No Me Porto Bien,xygm1WDRIBDVjHFOYSygg
48,Mexico City MX,La Lupita,Paquita Disco,CJaBuM4AhPM7jJNnKZqc3
49,Mexico City MX,Tino El Pingüino,Fractúbela,BNZcuyCkcBNIhF2DmQlWf
50,Mexico City MX,Simpson Ahuevo,Mextasis,TphPWmHsAPXhqz5xqVSfI
51,Mexico City MX,Kenny y los Eléctricos,No Huyas De Mi,UBl1NDlUjc4vU3tXr3oQz
52,Mexico City MX,Alnz G,Todo El Fin,a5elpJpYrugFlVgbpNHUs
53,Mexico City MX,Cumbias Poblanas,Las Amo a Las Dos,jhtqu6qU7UU4qEfQuv634
54,Mexico City MX,Café Tacvba,Las batallas,HTQcxErjqv1Up3ZOoJ1di
55,Mexico City MX,Eddie Santiago,Cada Vez Otra Vez,j3KTmge5VaTBQyHOV4gDw
56,Mexico City MX,Mr. Grillo,Bajo la Luna - Hagamos el Amor,ZmcmyNb0C7q6FnKfk4MgN
57,Mexico City MX,Heavy Nopal,No Tengo Tiempo,xOW6mtZzHEtnLfekkg5fO
58,Mexico City MX,DJ Pedro Fuentes,Sucia,8dh5S5WL7U7haWDtFG6Mu
59,Mexico City MX,Odisseo,Mentía,HwqIhBbdRsZaorK9qzYxE
60,Mexico City MX,Charlie Monttana,Vaquero Rockanrolero,imxKxbwy0GI2nU5tfIs27
61,Mexico City MX,Cumbia Sonidera,El Baile De San Juan - G. La Chomba,hK2rfRJloj1iOeUriA9Yn
62,Mexico City MX,Hansel,¿Qué Pasó?,rU0PHummLWtI4Y1IhP7WQ
63,Mexico City MX,Ronald El Killa,Bandida,4x3n7BvCwcKw6ANKHP3dd
64,Mexico City MX,Timbiriche,Amor Primero,SPr50YRsnKPrb5UnJ9VTA
65,Mexico City MX,Zona Rika,Voy Pa' Allá,K7tsUqnU0oevgHszISemt
66,Mexico City MX,Los Daniels,Quisiera Saber,ETuZtnJJ1brMNiPpd2LFg
67,Mexico City MX,Hello Seahorse!,Bestia,cKV87i0a26fITE8Ku1Zwi
68,Mexico City MX,Mœnia,Dejame Entrar,c1JleEU920IOWJCdqRW0n
69,Mexico City MX,Quiero Club,Let Da Music,pfDPQjEnsaaNxfMd4Kn3X
70,Mexico City MX,Mandy,Que Paso Ayer,uw8IYZgMOYjmcPjtEwCrI
71,Mexico City MX,Rostros Ocultos,El Final,9ELDQVDsgBmo5gbTuru9U
72,Mexico City MX,Comisario Pantera,No Es Por Ti,6PUtHbbVfcRnoGmnWxVTy
73,Mexico City MX,Cumbias Epcm,Amor a Primera Vista (Cumbia Ecuatoriana),bAKqVOcR0VmoGaQwPnzCa
74,Mexico City MX,Fobia,El Diablo,1PKgx0ep9pIKJxJvTBnqx
75,Mexico City MX,The Guadaloops,Nunca es Tarde,H3qGQ4XzVRm8xlRPDnM3I
76,Mexico City MX,Monocordio,Siempre Te Busqué,a75CWRq82AGSHdL5Qw515
77,Mexico City MX,Barrio Pobre,Toda la Noche,AdH7YPhpK5zUz5Buz08zF
78,Mexico City MX,Sekta Core,Fantasma de la Rana,k8A9pwl4R562JnNnRSjnL
79,Mexico City MX,Victimas Del Doctor Cerebro,El Esqueleto,Z05BEFLTKxdp9xSjUnPGX
80,Mexico City MX,Omega,Ando en la Versace - Live Edition,aGEMSGrivvX2hWenKYTUe
81,Mexico City MX,Nortec Collective Presents: Bostich+Fussible,Tijuana Sound Machine,QD7y440mt5uvoDeMPHQai
82,Mexico City MX,Nfasis,Como Shakira,kYvE2fb9OXZ5f7I9ShUwr
83,Mexico City MX,Liran' Roll,Quien Te Cantara,h4YWETL6DAEKpeSr0CaGu
84,Mexico City MX,La Montra,Donde Están las Atrevidas - Toma Toma Toma,OetABPUScaS7hXcUAfhoT
85,Mexico City MX,Cuca,La Balada,uGfA3nwqg6bd7IzE7K0Rp
86,Mexico City MX,Grupo Cañaveral De Humberto Pabón,Vuelvo A Sentir,mjrsSbmQfubagRLXUTVWR
87,Mexico City MX,Super Yei,Me Llama Todavia (feat. Towy),JhoIpQU13WQnC9VlHvlba
88,Mexico City MX,Lng Sht,Romcom,Jgo5cDlZaz2JlZgHEgbgN
89,Mexico City MX,Ultrasonicas,Que Grosero,bNA2LQPTzZoye58HtZjsp
90,Mexico City MX,Macka B,Step Up,cbqh8woSu03Vj8s1PCK9C
91,Mexico City MX,Zoé,Soñé,oMaBqivBDg7ID3EHtydeX
92,Mexico City MX,Hildemaro,Desde El Fondo De Mi Corazon,IM5EJb4UVzLu552ZtgEry
93,Mexico City MX,Ely Guerra,Quiéreme Mucho,1tX8W9SSVju5DqlGcoAxy
94,Mexico City MX,Kinky,¿A Dónde Van Los Muertos?,Kqu2qzklldYONlvrojo0t
95,Mexico City MX,Neón,Juegos de Amor,K0iKwKRqZcfT492oLOvSl
96,Mexico City MX,Onda Vaselina,Un Pie Tras Otro Pie,uqxzjz5ehO69HMD7YUWMV
97,Mexico City MX,Emmanuel Del Real,16 De Febrero,SY9VFGNeOrFYepm4WzbR5
98,Mexico City MX,Plan B,Me La Explota Feat. Yankee,cH8koRSDXBsvfEbeKcs9N
99,Mexico City MX,Karatula,Al Final Lloré,U8O8ZjjM4b7ROyOPQonDj
100,Santiago CL,Santaferia,Tomando Alcohol,MYP3aoAnQboUrNQ12dcFR
101,Santiago CL,La Combo Tortuga,Te Vuelvo a Ver,NItmgHAUnsICEWIY5DQmj
102,Santiago CL,Sonora 5 Estrellas,Supermandoneao,NdwQ9WlP2fOTc2etE0YDK
103,Santiago CL,Luis Lambis,Ya Te Olvidé,Q1xQLuG7ztqA0FdojOCPj
104,Santiago CL,Guachupé,Todo va lento,nPwgG62uGq8fPMc5OmptN
105,Santiago CL,La Gran Magia Tropical,Furia Loca,qQ5S7epEa2ExyE0nSmXWt
106,Santiago CL,Forest,Andamos De Pana - Remix,wwnBngbXBTeMlauFJ3dAF
107,Santiago CL,Villa Cariño,Para dormir contigo otra vez,MarqoT4wE5uNITGuEZams
108,Santiago CL,Noche de Brujas,Oyeme,zsbeQtP0KZ9hXabeCHqo2
109,Santiago CL,Grupo Alegria,Mujeres y Cerveza,Lfp553u5K9VDEpdIgGtpJ
110,Santiago CL,Los Charros De Lumaco,Las Flores de Tu Florero,uO0NyK4WLuzfTGzc49X3x
111,Santiago CL,Garras de Amor,Báilalo,kXjQNAuP4dBb8gb1xO39E
112,Santiago CL,Shamanes Crew,Espartaco,IJfOtDmZ8mb56Zzv0icgI
113,Santiago CL,Joe Vasconcellos,Las Seis,6Q1u9KJUMcun4UWv0b7ik
114,Santiago CL,Amar Azul,No Quiero Dormir,p34HFPU10LkEekwkUKMzS
115,Santiago CL,La Rosa,Si Yo Fuera El,yMBR5y3KIYNIprrlc0jT8
116,Santiago CL,Fran C,Jarabe,Y1mZWh75YeCRwWT6lKgTD
117,Santiago CL,Los Vasquez,Miénteme una Vez,ZyKs32GmHqUgEMB4phZtF
118,Santiago CL,Dash Y Cangri,Un Chance,kp5CzGjsCI2Vcalfcn6CG
119,Santiago CL,Maria Jose Quintanilla,Fue Dificil,ntuD3ofO39wHlPqu27p0M
120,Santiago CL,Chancho En Piedra,Locura Espacial,FauDhvAuanceOTIGQZAl4
121,Santiago CL,Tiro De Gracia,Melaza - Remaster 2004,gSofvTtSnqskFhBQIzaU9
122,Santiago CL,Glup!,Freebola,Qp77m1Ai0jnuD7ojdYzr9
123,Santiago CL,Sol y Lluvia,En un Largo Tour,tAsEaXdXgCiwUdBZ77Dwq
124,Santiago CL,Tomo Como Rey,Los Que Toman Como Rey,7BCrNIUKHgywCuYAIdNtz
125,Santiago CL,Denise Rosenthal,Lucha En Equilibrio,XXRbcWjc6jQhAS6MxyYmu
126,Santiago CL,Juanafé,Tengo Luquita,EYGVS7euI1GTiYkKBOSfk
127,Santiago CL,Chico Trujillo,Y Si No Fuera - Live,xpzjqb00GNVfCsgfP3igG
128,Santiago CL,Yiordano Ignacio,Mambo Para Los Presos,4yYVlxDi7orbwheBXqIPt
129,Santiago CL,Luis Jara,La Última Tentación,L0jz4UDyzqkxVFHZ8rVyt
130,Santiago CL,Jordan,Y Qué Pasó...?,yVGDR9w1srAuQAuUjEShj
131,Santiago CL,Los Jaivas,Sube a Nacer Conmigo Hermano,fvBHLNI8Ssmzll6uXdaOr
132,Santiago CL,El Bloque 8,Te Veo en Línea,FddoqOIEVpCSWinKYNjlP
133,Santiago CL,Megapuesta,Quédate Aquí,4pZISz60vXLxF8qndud8b
134,Santiago CL,Makiza,La Rosa De Los Vientos,ItEUMz1CKL5CJxmnBAADO
135,Santiago CL,La Banda Tropikal de Vallenar,Las Dos Camisas,pfD9cp1evigTGungCt8wP
136,Santiago CL,La Pozze Latina,Chica Eléctrica,rHdsAq6qtSTdwJW4luqyW
137,Santiago CL,Moral Distraida,Hacerlo de Día,nApFXPoSanA4n7j563Ind
138,Santiago CL,Los Rancheros de Río Maule,De Paisano a Paisano,Efl38yKPpMdl5mxFTrvpE
139,Santiago CL,Sonora Malecón,Melosa,Pss9knIWhZDWlGXmnDI0S
140,Santiago CL,La Transa,Mi estúpida canción de amor,lk4t6kIBMpMQRidOkrAEs
141,Santiago CL,La Rue Morgue,Blues A Dos Mujeres,W7c7B526zf3zAF3tptnyG
142,Santiago CL,area3,Mala Fama,hszztxn5tSeOQ8hyDiYOE
143,Santiago CL,Movimiento Original,Tren,3lwMmW9oroeFxJIHBPxnA
144,Santiago CL,Amerikan Sound,Haciendo el Amor,MW7ZOIkzWaELXisBAmeGD
145,Santiago CL,Chystemc,I Love You a Lo Vío (feat. Movimiento Original),bdkF0rHjyjnIeqBjQAdR0
146,Santiago CL,Cami,Abrázame,I8LCDxPanFo2hfv0oObPK
147,Santiago CL,Vian Yovi,No Te Creas Tan Importante,GbarrXJOH93GRwgpY6CeX
148,Santiago CL,Illapu,Vuelvo Para Vivir,jTR4TGDcbo10Bt66yWOz2
149,Santiago CL,Chorizo Salvaje,Bailemos cumbia,YWd4Zgrx3bUvgJ8MxihBV
150,Santiago CL,Pablo Chill-E,Flyte,YqTzC9YYQmiT5nDZgl01q
151,Santiago CL,Sondelvalle,Maracuyá con Mango,9VAHjQ5hhomyillTA4luR
152,Santiago CL,Sonora Barón,Cumbia Ideal,zGOBy6o8TxiPPlXfCN7qP
153,Santiago CL,Los Miserables,El Crack,UUtewTLgASbX6afOBHAeQ
154,Santiago CL,Alegrìa,El Teléfono,fAYTdGHbIZWQHFv4IcBkJ
155,Santiago CL,Nicole,Dame Luz,dSWYkGqX9hv9xLdKYR2vk
156,Santiago CL,Los Tres,He Barrido el Sol,fbP8sQu1rEgT6RakeidoS
157,Santiago CL,Los Vikings 5,Boquita De Caramelo - Edit / 2005 Digital Remaster,gIqMEGT1Ov7q47H5MDF7n
158,Santiago CL,Los Charros de Luchito y Rafael,Cumbia Ranchera Nº 2 - Megamix,SB1rK0QCyjaNyk5Cmq6TN
159,Santiago CL,De Saloon,Te mueres,YqBGtBmj9jhTGFgf2rF7a
160,Santiago CL,Los Prisioneros,La Voz De Los '80,CW0syeJFZHUmvwsMwT7Xz
161,Santiago CL,Jorge González,Mi Casa En El Árbol,SeRpWDWkDDbqNWAFCS5Ng
162,Santiago CL,Hordatoj,Era de Verdad,Oo4ZMQZm9n76OlHOTT6cv
163,Santiago CL,Los Tetas,Corazón De Sandía,ip3MFKPt3q8ct6tjxU9XC
164,Santiago CL,Peregrinos del Amor,Si Tú No Vuelves,sTyKzIOyE6gZRTGs3R0fr
165,Santiago CL,Princesa Alba,Summer Love,yoKcUTNl4fdpQs0m1U376
166,Santiago CL,Ceaese,Te Quiero Ver,Xfz4YNwwIcFRyfW3QQZVp
167,Santiago CL,Zalo Reyes,Mi Prisionera,Nd9BaGDYeTmrYlWzlKJVT
168,Santiago CL,Javiera Parra,Humedad,1JlWe6b281dzhGZVZS0Tc
169,Santiago CL,Cidtronyck,Nuevo Comienzo (feat. Portavoz),drA4it4HPdsCBY0zYQDkz
170,Santiago CL,Apache,God Level 3,kE4g5dHVUeLdzPukt1VTF
171,Santiago CL,Francisca Valenzuela,Afortunada,oGcLhbdlhz7EOwIqcLTcJ
172,Santiago CL,Kevin Martes 13,Su Corte,BscZ2HLq6kgQwBmRmO8mq
173,Santiago CL,Macha Y El Bloque Depresivo,Continentales,ukiijvsJuB58dFxW1tVDT
174,Santiago CL,Power Peralta,Pegate,tuI94vyEirC0j1TWwUVRS
175,Santiago CL,Gianluca,Amor Platonico,v5yVTLOkqoI5lAwI5FZms
176,Santiago CL,Jordan,Dos Hombres y un Destino,hdjTCVHIJDOPnkjRAKjtX
177,Santiago CL,Utopiko,M.O (feat. Movimiento Original),Auy0hP2poMVxU4Pf86ibq
178,Santiago CL,Sexual Democracia,Macondo,2OuR1BddFnEBRQlH9hfLl
179,Santiago CL,Gervasio,Con una Pala y un Sombrero,nfJhA7Ug7Tj5NTCq2mJId
180,Santiago CL,La Noche,Quiero ser libre,29BK1xnXw5yiHf027MYOe
181,Santiago CL,Jonas Sanche,Días Grises (feat. Ceaese & Yaero),Tt9GtDZ4uj7ufPAbzt2xq
182,Santiago CL,Lucybell,Cuando Respiro En Tu Boca,EhButiJbrrRbO3qguSKkg
183,Santiago CL,Upa!,Cuando Vuelvas - Remaster 2002,GzijvxUMVSpsu6RPML33K
184,Santiago CL,Combo Ginebra,Pasto seco,1dLj7DdLxfX2zzNYGJmc9
185,Santiago CL,Saiko,Limito Con El Sol - Remaster 2003,UistPN3U0Y7RUSqjyEHdw
186,Santiago CL,La Floripondio,Bailando Como Mono,GOBsKucPG5Bh8qzStmrQ6
187,Santiago CL,Polimá Westcoast,Esto No Es una Canción de Amor,9VysevcIIxfwAZ6JcggfN
188,Santiago CL,Supernova,Tu y Yo,1s5A5DeCRdF2ENhGHBi9b
189,Santiago CL,Stailok,Justice,bVmmafdRNsgoEUTIzTK3h
190,Santiago CL,Grupo Red,Amor de Adolescentes,ksna7ji7FVlKDpq6FUHSE
191,Santiago CL,Potencia,Cuando Estamos Juntos,i1qRsvRcqpCmv9ZTLmU0d
192,Santiago CL,Portavoz,El Otro Chile,VfaP0NPBmNsF0MgMGPWcP
193,Santiago CL,Gonzalo Yañez,Volvemos A Caer,raQvozRPmxl6QtrHthKd8
194,Santiago CL,Duran The Coach,"Bebe y Fuma (feat. Ele A El Dominio, Jon Z)",HTo8Qn6K6xgmMoy3Ls0uu
195,Santiago CL,Liricistas,Estilo Libre,05l6Owh3UzgxhP7J3k2fg
196,Santiago CL,Juan Antonio Labra,Mueve Mueve,nZdqyfJ6EB5BwatSMKy0u
197,Santiago CL,Organización X,Mozo,61r7cKe9jxaImXinA02p1
198,Santiago CL,Luanko,Witrapaiñ (Estamos De Pie) [feat. Portavoz & Cidtronyck],m6kxDnfOPhhHu6uEF72Fp
199,Santiago CL,Inti-Illimani,Samba Lando,ra9LRRW3Sk6rEgaV0GbAm
200,São Paulo BR,Liga Independente das Escolas de Samba,G.R.C.E.S. Vai-vai - Quilombo do Futuro - Ao vivo,07TIe7bH0sSggpPhieIua
201,São Paulo BR,MC Nando e MC Luanzinho,Vraa Vraa - Vai Tchuca,KFCzlHEGjm6lW9y03xnQx
202,São Paulo BR,Dj Guuga,Elas Tão Pedindo Obrigado,cFuasq4TRwYh3kRRWZIfk
203,São Paulo BR,Leschea,Fulton St.,xIHePHJbOEtnzlwAOoCtz
204,São Paulo BR,Trilha Sonora do Gueto,Um Pião de Vida Loka,12C6IYOKvgi2G9a1mAPd2
205,São Paulo BR,MC Kapela,Zika Sai Pra Lá,4KT4vJVHWTTZP46nmJv3U
206,São Paulo BR,Mc PP da VS,Areia Branquinha,VfNRhmIPJaVhUhwy8F6G6
207,São Paulo BR,Dj Henrique de ferraz,Leitada,JvscDmxWMgM8rRk24Ov2D
208,São Paulo BR,RZO,O Trem,FpVLn9ne4NDGo83yRTAIi
209,São Paulo BR,MC Hariel,Tira de Giro,kBXnEn4GnZkRw47ELSbLP
210,São Paulo BR,Mc Brisola,Ta Duro Dorme,QhJBRJ2LmfVTCJNwRziLL
211,São Paulo BR,509-E,Saudades Mil,9zU8jvVMf5GEvpFqBF1Ya
212,São Paulo BR,Mc IG,7 Dias,6pfQEQ4TOvfsFsx5FuE4D
213,São Paulo BR,MC Rodolfinho,Um Velho Ditado,jzzCGx1RcoOde4FXYUPt6
214,São Paulo BR,MC Neguinho do Kaxeta,Vida Longa Aos Bons de Coração,tRc5mLKiyVMVfGRBjEl0d
215,São Paulo BR,Mc Talibã,011 É o Ddd,XxCrC4JUUy9RNVfjDW9MG
216,São Paulo BR,Vou pro Sereno,Agora Viu Que Perdeu e Chora (feat. Reinaldo) - Ao Vivo,Ayrd8prgnUYU4ErMgflBV
217,São Paulo BR,Mc 7 Belo,12 Não É Mais Baile Agora É Rave,pddiZ7R9gTyqJNRBlyEbA
218,São Paulo BR,Consciência Humana,Lembranças,yViudNjrI9luiW3BVmb7z
219,São Paulo BR,Somos Nós A Justiça,Se Tu Lutas Tu Conquistas,PB7UDGE3Gsap2XTRlLept
220,São Paulo BR,MC Alê,A Entrega,g0CKnvvswm3r29F1oyaCV
221,São Paulo BR,Ndee Naldinho,O 5° Vigia,ZhYU1cx9sSF8pO0pNZVb7
222,São Paulo BR,Racionais MC's,Fim de Semana no Parque,hkLnjLwFQtSa1I0IZ7mzZ
223,São Paulo BR,Circulando De Fulo,Aguas Mansas,MlfBvAGNla4vwMIlu9M13
224,São Paulo BR,DJ Naldinho,O Golpe,yU39gdcTgWqhQ3hk1fsLP
225,São Paulo BR,Mc Davi,Bailão,nQQzwQCWr9tveX49I71Ml
226,São Paulo BR,Mc Nando,Estrala Sorrisinho,v2iyJNLp8oacAGK3OUd2r
227,São Paulo BR,Dexter,Eu Sô Função,G9bkmb5SZTsLJ6vj0JLII
228,São Paulo BR,Mc Kitinho,Medley dos Fluxos,IHMMG6snRBmonpoVfTUTD
229,São Paulo BR,Mc Jhojhow,Foguetão,zmXrVvVhmsbdYbpVCQpEp
230,São Paulo BR,Sabotage,Um Bom Lugar,sQPek0zBGZUTK4Eh2opvH
231,São Paulo BR,Turma do Pagode,Segue sua Vida / Paixão Verdadeira - Ao Vivo,rsmW7EpksWcEAVyINfaoW
232,São Paulo BR,Thaíde,Sr. Tempo Bom,QHmlQiT4VUz0w5jjMQwGy
233,São Paulo BR,Perera DJ,Quarteto Fodástico,pU1CpdWAAfMQgOljmb1MW
234,São Paulo BR,Mc Kelvinho,Avisa Lá 2,B2S6tvhnlOKQOdC5yOmfF
235,São Paulo BR,MC Arraia,Suave Suavão,aDY2fuWs42aKgaMcUAbcf
236,São Paulo BR,MC Murilo MT,De Copão na Mão Sarrando a Sua Filha,2TcLlWdm2NQLRgDCWQQwR
237,São Paulo BR,Mc Kevin,Cavalinho,40qyRZz87d7go4Xuzfzrd
238,São Paulo BR,Filosofia Reggae,Sentimento Bom,vyKzl0o1lem1sHg5wXgSD
239,São Paulo BR,Art Popular,Sem Abuso - Ao Vivo,yDjFcO9qsgnSKD5Cpo6jg
240,São Paulo BR,MC Dede,Partiu Guarujá,vIQ4HWviBtBvSb5nxf1lC
241,São Paulo BR,MC Menor Mr,Sonho de um Favelado,NHxhlfg2ueydSqWahv1by
242,São Paulo BR,MC Maneirinho,É Tudo Puta,x82ck25gCbMhOjzPriTO3
243,São Paulo BR,MC Rafa Original,Vai Maldita vs Toma Tapa Na Cara,6FT0PccFMgpopHQoaVf2b
244,São Paulo BR,MC Magal,Pretinha,5fke2viI2w76dWJ4v959t
245,São Paulo BR,Dynho Alves,Tapa No Vento,QDm2f94FyAboDQW6O5Iss
246,São Paulo BR,Grupo Fundo De Quintal,A Amizade,wPYSsMTy44fcY8eFXFBhE
247,São Paulo BR,MC Nego da Marcone,Taco Taco o Saco: Na Simplicidade,YmywfAfh8sYs0nbZZAoun
248,São Paulo BR,Criolo,Grajauex,D5sRscjhPXgpphwIdrDEP
249,São Paulo BR,AO Cubo,Naquela Sala,XJ6XyjRCW4XiWL9YmOwi8
250,São Paulo BR,Zapi,Brincar de Hit,gWsrPmBfYwOAzy9bPHkKF
251,São Paulo BR,Edi Rock,That's My Way,M7bbRsVNB8iWQaX8Sbfln
252,São Paulo BR,Marcelo D2,FEBRE DO RATO},MsmBnJyNTNTD85wbXRf5X
253,São Paulo BR,Mc Don Juan,Nois Tá Bolando um Plano,FHmZoyY94SR0sMnW1elze
254,São Paulo BR,Planta E Raiz,Com Certeza,lnQYHdFC4TwGVC0LSTu8q
255,São Paulo BR,MC MM,Mandelinha,3LzbNqN9FsjTMzaNhnumt
256,São Paulo BR,Maneva,Seja Para Mim - Ao Vivo Em São Paulo,RuScevud12uKYhhJkYTJ7
257,São Paulo BR,MC V7,Abandonei a Gabriela,hBJItQ4UzU7daLNHefFdd
258,São Paulo BR,Pixote,Franqueza / Tão Inocente / Tudo por Você,JHmOcoeEFfCNMyQ5tfZAS
259,São Paulo BR,Reinaldo,Problema Emocional - Ao Vivo,Hy5lPOTjFLWUh3LLupyw6
260,São Paulo BR,Emicida,A Cada Vento (feat. Rael) - Ao Vivo,PfR5Cm2WcxZMCEej8Muo8
261,São Paulo BR,MC Vitinho Avassalador,Medley das Favela,uuJ7Furyg3cBga9t0V240
262,São Paulo BR,Rincon Sapiência,Ponta de Lança (Verso Livre),Y8dSlRPhYGN96MoPCFj8c
263,São Paulo BR,Mc Denny,Eu Vi Essa Mina Crescer,3qW16dpBaH1hRzEHYGGlg
264,São Paulo BR,Zeca Pagodinho,Ogum - Ao Vivo,korsnkzzZfWGbKxuVO1tI
265,São Paulo BR,Samprazer,Dominó - Ao Vivo,ggkHZbFGmofl9743xx6JO
266,São Paulo BR,Grupo Sensação,Coral de Anjos,NQ9kBo6RYwjr867eDOENU
267,São Paulo BR,Mc Ruzika,Chaveando as Quebradas,9BLjeSYcGtHKIbkz8gw3q
268,São Paulo BR,MC Gomes,Toma na Tcheka Vara,NhURyuIRBR9mjL9mEq19l
269,São Paulo BR,LUCK MUZIK,Festa Da Piscina,ObvyWafpN2UW9TJsEpHVZ
270,São Paulo BR,Mv Bill,Estilo Vagabundo,hn7hzXAbrOjUXN8XNwy5M
271,São Paulo BR,Charlie Brown Jr.,Vícios E Virtudes - Ao Vivo,oBXDZlUkqX8BU88YXhzfy
272,São Paulo BR,DJ Bruninho Beat,BEAT DO MEGAZORD,8IenImVNcKEM1K83FkXxg
273,São Paulo BR,Arlindo Cruz,Meu Lugar,0ejYprsOG1G7RwuOcRyxo
274,São Paulo BR,Sampa Crew,Eterno Amor,nxRHGSdTr6lwc2QCrRAEv
275,São Paulo BR,MC Theuzyn,Ela Tira o Pau da Tcheca Pra Botar Na Boca,tWel5tN28HtZR3Uqzo5W6
276,São Paulo BR,Mc Leléto,Jogando o bundão,pq7NBjhWQGAxWmVbNVz7h
277,São Paulo BR,CPM 22,Regina Let's Go!,zn5OFYwx705WTvYejsRxl
