location,playlist_id,artist,title,song_id
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Alu Mix","Le Encanta",cX3Om7xlCQxKRYo1ofvOM
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Uzielito Mix","Perreo Que Te Vuelve Loca",8eFISo4m37yTdLeJzVdqn
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Cheo Andujar","Dia Tras Dia",EJadbufi05YD8vQb98Poq
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Michael G","Tibiri Tabara - feat. Uzielito Mix",Ulyr7Y5DFPnH7Qo3qxvFL
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Sir Speedy","Como Mi Nena No Hay (feat. Master Joe y O.G. Black)",33FRL9y0I7Pm1QZBeMm6X
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Stiv","Fin de Semana",DLw8XuzlhReXiM2ZUI7m7
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Pablito Mix","Ay Pablito Qué Rico! (feat. Mawe)",v7445IeNm2rwJIeEoIGz1
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"DJ Antena","De Tin Marin",S4pezCIx9zIz1xRVcdOOP
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"RD Maravilla","El Goloso",8QtlyBrzD98s4phcL1fx2
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Jamsha","En 20 Uñas (feat. Don Chezina)",J8u0TbIYsn2Ezm6AMc4r6
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Grupo Polo Montañes","Un Sueño Y Nada Mas",bVisOYbfWI29XxWEdTKSX
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Byakko","Pena De Amor (feat. Sonyc, Robbie, & & Jirvis)",4Z1kXHqFMUlllVnGOM9I7
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Grupo Controversia","Almas Gemelas",QMhGGf1lgvq6ZdO19yEnZ
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Big Metra","Desnudate",BXXTruUHBXHQoSbvTDQR4
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Los Estramboticos","La Herida",vQfzyjQFHQ208JCNjcE5H
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"DJ Cobra Monterrey","Sueltate el Dembow",lW3Zxh9wBch3cNrTMicSq
