location,playlist_id,artist,title,song_id
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Diablos Locos","Si No La Tengo",BSYu3CEg0L9sDBNXOwKTk
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Tino El Pingüino","Fractúbela",BNZcuyCkcBNIhF2DmQlWf
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Galy Galiano","Quien Entiende Este Amor",MVbhLRhOLCifhbjwVyZPX
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"El Haragán y Compañía","El No Lo Mato",hntX3w48OucbEqoLoDnPZ
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"$6 Million Dollar Weirdo","Horror Amor",UjcMFyEhvunXzblOdWh85
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"DJ Pedro Fuentes","Sucia",8dh5S5WL7U7haWDtFG6Mu
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"J-King y Maximan","Bambua",c0JTabkOhxiIrl9J3Xuy6
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Eddie Santiago","Cada Vez Otra Vez",j3KTmge5VaTBQyHOV4gDw
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Heavy Nopal","No Tengo Tiempo",xOW6mtZzHEtnLfekkg5fO
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Kenny y los Eléctricos","No Huyas De Mi",UBl1NDlUjc4vU3tXr3oQz
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Luciano DJ","Intro Teléfono Perreo Rkt - feat. Mister Remix",wGH5DubI46XGN7JoSUOZ6
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Inspector","Y Que",YRhQ7h8w2cMCY2teyjax6
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Café Tacvba","Las batallas",HTQcxErjqv1Up3ZOoJ1di
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Simpson Ahuevo","Mextasis",TphPWmHsAPXhqz5xqVSfI
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Cumbias Poblanas","Las Amo a Las Dos",jhtqu6qU7UU4qEfQuv634
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Camilo Séptimo","No Confíes En Mí",C4ry4RRCEUGm6PJX3yY8x
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Odisseo","Días De Fuego",llXG2KrSGVjW3fVJrrmcE
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"La Banda Baston","No Me Porto Bien",xygm1WDRIBDVjHFOYSygg
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Charlie Monttana","Vaquero Rockanrolero",imxKxbwy0GI2nU5tfIs27
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"La Lupita","Paquita Disco",CJaBuM4AhPM7jJNnKZqc3
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Fobia","El Diablo",1PKgx0ep9pIKJxJvTBnqx
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Cumbia Sonidera","El Baile De San Juan - G. La Chomba",hK2rfRJloj1iOeUriA9Yn
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Ronald El Killa","Bandida",4x3n7BvCwcKw6ANKHP3dd
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Barrio Pobre","Toda la Noche",AdH7YPhpK5zUz5Buz08zF
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Los Daniels","Quisiera Saber",ETuZtnJJ1brMNiPpd2LFg
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Mr. Grillo","Bajo la Luna - Hagamos el Amor",ZmcmyNb0C7q6FnKfk4MgN
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Hello Seahorse!","Bestia",cKV87i0a26fITE8Ku1Zwi
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Sonideros de MEX USA","Tus Jefes No Me Quieren",Aj0gpdepO9Esy7yH2gvej
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Hansel","¿Qué Pasó?",rU0PHummLWtI4Y1IhP7WQ
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Mandy","Que Paso Ayer",uw8IYZgMOYjmcPjtEwCrI
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Cumbias Epcm","Amor a Primera Vista (Cumbia Ecuatoriana)",bAKqVOcR0VmoGaQwPnzCa
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Victimas Del Doctor Cerebro","El Esqueleto",Z05BEFLTKxdp9xSjUnPGX
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Yiyo Sarante","Corazon de Acero",dLBiOu6BXGaEL8ByICR6Q
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Rostros Ocultos","El Final",9ELDQVDsgBmo5gbTuru9U
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Liran' Roll","Quien Te Cantara",h4YWETL6DAEKpeSr0CaGu
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Timbiriche","Amor Primero",SPr50YRsnKPrb5UnJ9VTA
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"The Guadaloops","Nunca es Tarde",H3qGQ4XzVRm8xlRPDnM3I
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Karatula","Al Final Lloré",U8O8ZjjM4b7ROyOPQonDj
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Comisario Pantera","No Es Por Ti",6PUtHbbVfcRnoGmnWxVTy
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Mœnia","Dejame Entrar",c1JleEU920IOWJCdqRW0n
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Karly y Yoe","Parties de Escuela",55xHIQqiFgob4Yy6wF7vz
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Cuca","La Balada",uGfA3nwqg6bd7IzE7K0Rp
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Nigga","Dejala",WUTVzd7Liz1YYl40Mq56A
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Monocordio","Siempre Te Busqué",a75CWRq82AGSHdL5Qw515
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Sekta Core","Fantasma de la Rana",k8A9pwl4R562JnNnRSjnL
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Quiero Club","Minutos de Aire",NMZE12L2aUiiHDjgzeYGI
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Nortec Collective Presents: Bostich+Fussible","Tijuana Sound Machine",QD7y440mt5uvoDeMPHQai
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Grupo Cañaveral De Humberto Pabón","Vuelvo A Sentir",mjrsSbmQfubagRLXUTVWR
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Kinky","¿A Dónde Van Los Muertos?",Kqu2qzklldYONlvrojo0t
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Zoé","Soñé",oMaBqivBDg7ID3EHtydeX
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Ultrasonicas","Que Grosero",bNA2LQPTzZoye58HtZjsp
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Zona Rika","Voy Pa' Allá",K7tsUqnU0oevgHszISemt
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"División Minúscula","Las Luces De Esta Ciudad",QicAPpjTCYJcG8cwimbrM
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Hildemaro","Desde El Fondo De Mi Corazon",IM5EJb4UVzLu552ZtgEry
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Plastilina Mosh","Pervert Pop Song",dkGPPewLZjer3U2pQGIOK
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Bengala","Miente",gA2JKymFK2wqvNKbiZmjl
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Caifanes","Los Dioses Ocultos",aYLIO4htUZCAygXUbbc3Q
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"Lng Sht","Romcom",Jgo5cDlZaz2JlZgHEgbgN
Mexico City MX,5SHk94ZLUYckc8ZQBF4vqv,"La Montra","Donde Están las Atrevidas - Toma Toma Toma",OetABPUScaS7hXcUAfhoT
